rental_key,rental_id,rental_duration_days,amount_paid,full_date,month_name,month_num,quarter,year,first_name,last_name,city,country,title,category,rating,rental_rate,store_id,staff_first,staff_last
13792,3937,8,8.99,2005-07-06,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Image Princess,Sports,PG-13,2.99,1,Jon,Stephens
13793,4060,6,2.99,2005-07-07,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Monster Spartacus,Music,PG,2.99,1,Mike,Hillyer
13794,4441,5,5.99,2005-07-07,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Sleepless Monsoon,Animation,G,4.99,1,Mike,Hillyer
13795,4479,1,2.99,2005-07-08,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Scissorhands Slums,Foreign,G,2.99,2,Jon,Stephens
13796,4857,3,2.99,2005-07-08,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Identity Lover,Sci-Fi,PG-13,2.99,2,Mike,Hillyer
13797,5668,6,5.99,2005-07-10,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Beverly Outlaw,Sci-Fi,R,2.99,2,Mike,Hillyer
13798,5699,6,3.99,2005-07-10,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Date Speed,Family,R,0.99,1,Mike,Hillyer
13799,5785,7,4.99,2005-07-10,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Antitrust Tomatoes,Action,NC-17,2.99,1,Jon,Stephens
13800,6438,5,0.99,2005-07-12,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Bound Cheaper,Classics,PG,0.99,1,Mike,Hillyer
13801,6628,8,4.99,2005-07-12,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Oleander Clue,Music,PG,0.99,1,Jon,Stephens
13802,6722,6,1.99,2005-07-12,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Pocus Pulp,Documentary,NC-17,0.99,1,Jon,Stephens
13803,7484,4,0.99,2005-07-27,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Mourning Purple,Sci-Fi,PG,0.99,2,Jon,Stephens
13804,7975,7,2.99,2005-07-28,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Masked Bubble,Music,PG-13,0.99,1,Mike,Hillyer
13805,8961,7,6.99,2005-07-30,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Sleepless Monsoon,Animation,G,4.99,1,Mike,Hillyer
13806,9111,5,3.99,2005-07-30,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Arachnophobia Rollercoaster,Horror,PG-13,2.99,2,Jon,Stephens
13807,9953,1,0.99,2005-07-31,July     ,7,3,2005,Stacey,Montgomery,Fuyu,China,Gilmore Boiled,Classics,R,0.99,2,Jon,Stephens
13808,4708,8,10.99,2005-07-08,July     ,7,3,2005,Wilma,Richards,Bellevue,United States,Range Moonwalker,Family,PG,4.99,1,Jon,Stephens
13809,4798,7,3.99,2005-07-08,July     ,7,3,2005,Wilma,Richards,Bellevue,United States,Stock Glass,New,PG,2.99,2,Jon,Stephens
13810,4916,5,6.99,2005-07-08,July     ,7,3,2005,Wilma,Richards,Bellevue,United States,Model Fish,Children,NC-17,4.99,2,Jon,Stephens
13811,5115,6,6.99,2005-07-09,July     ,7,3,2005,Wilma,Richards,Bellevue,United States,Kiss Glory,Foreign,PG-13,4.99,1,Jon,Stephens
13812,7828,2,2.99,2005-07-28,July     ,7,3,2005,Wilma,Richards,Bellevue,United States,Graduate Lord,Children,G,2.99,1,Mike,Hillyer
13813,8000,9,4.99,2005-07-28,July     ,7,3,2005,Wilma,Richards,Bellevue,United States,Gilmore Boiled,Classics,R,0.99,2,Mike,Hillyer
13814,8940,6,3.99,2005-07-30,July     ,7,3,2005,Wilma,Richards,Bellevue,United States,Fury Murder,Children,PG-13,0.99,1,Mike,Hillyer
13815,3989,5,4.99,2005-07-06,July     ,7,3,2005,Gina,Williamson,Taizz,Yemen,Legally Secretary,Children,PG,4.99,2,Mike,Hillyer
13816,4236,1,4.99,2005-07-07,July     ,7,3,2005,Gina,Williamson,Taizz,Yemen,Chasing Fight,Family,PG,4.99,2,Jon,Stephens
13817,4655,7,8.99,2005-07-08,July     ,7,3,2005,Gina,Williamson,Taizz,Yemen,Ties Hunger,Children,R,4.99,1,Mike,Hillyer
13818,5159,0,4.99,2005-07-09,July     ,7,3,2005,Gina,Williamson,Taizz,Yemen,Satisfaction Confidential,Sports,G,4.99,1,Mike,Hillyer
13819,5431,0,0.99,2005-07-09,July     ,7,3,2005,Gina,Williamson,Taizz,Yemen,Music Boondock,Family,R,0.99,1,Mike,Hillyer
13820,6725,4,2.99,2005-07-12,July     ,7,3,2005,Gina,Williamson,Taizz,Yemen,Contact Anonymous,Travel,PG-13,2.99,2,Mike,Hillyer
13821,7528,6,0.99,2005-07-27,July     ,7,3,2005,Gina,Williamson,Taizz,Yemen,Earth Vision,New,NC-17,0.99,2,Mike,Hillyer
13822,8444,6,2.99,2005-07-29,July     ,7,3,2005,Gina,Williamson,Taizz,Yemen,Rings Heartbreakers,Action,G,0.99,1,Mike,Hillyer
13823,8542,0,4.99,2005-07-29,July     ,7,3,2005,Gina,Williamson,Taizz,Yemen,Confessions Maguire,Drama,PG-13,4.99,1,Mike,Hillyer
13824,9150,9,6.99,2005-07-30,July     ,7,3,2005,Gina,Williamson,Taizz,Yemen,Network Peak,Family,PG-13,2.99,2,Mike,Hillyer
13825,9340,4,2.99,2005-07-30,July     ,7,3,2005,Gina,Williamson,Taizz,Yemen,Racer Egg,Drama,NC-17,2.99,1,Jon,Stephens
13826,9477,4,4.99,2005-07-30,July     ,7,3,2005,Gina,Williamson,Taizz,Yemen,Holes Brannigan,Sports,PG,4.99,1,Mike,Hillyer
13827,4211,2,0.99,2005-07-07,July     ,7,3,2005,Kristin,Johnston,Sunnyvale,United States,Hours Rage,New,NC-17,0.99,1,Jon,Stephens
13828,4783,8,3.99,2005-07-08,July     ,7,3,2005,Kristin,Johnston,Sunnyvale,United States,Summer Scarface,Classics,G,0.99,1,Jon,Stephens
13829,4984,8,3.99,2005-07-09,July     ,7,3,2005,Kristin,Johnston,Sunnyvale,United States,Entrapment Satisfaction,Action,R,0.99,2,Mike,Hillyer
13830,5172,3,2.99,2005-07-09,July     ,7,3,2005,Kristin,Johnston,Sunnyvale,United States,Telemark Heartbreakers,Animation,PG-13,2.99,2,Mike,Hillyer
13831,6602,7,7.99,2005-07-12,July     ,7,3,2005,Kristin,Johnston,Sunnyvale,United States,Liberty Magnificent,Sports,G,2.99,2,Jon,Stephens
13832,7417,3,4.99,2005-07-27,July     ,7,3,2005,Kristin,Johnston,Sunnyvale,United States,Outlaw Hanky,Travel,PG-13,4.99,1,Mike,Hillyer
13833,7826,7,5.99,2005-07-28,July     ,7,3,2005,Kristin,Johnston,Sunnyvale,United States,Flatliners Killer,Sports,G,2.99,1,Jon,Stephens
13834,8663,1,4.99,2005-07-29,July     ,7,3,2005,Kristin,Johnston,Sunnyvale,United States,Enemy Odds,Music,NC-17,4.99,1,Mike,Hillyer
13835,4940,6,8.99,2005-07-08,July     ,7,3,2005,Jessie,Banks,Stara Zagora,Bulgaria,Day Unfaithful,New,G,4.99,2,Mike,Hillyer
13836,5886,1,2.99,2005-07-10,July     ,7,3,2005,Jessie,Banks,Stara Zagora,Bulgaria,Cyclone Family,Foreign,PG,2.99,1,Jon,Stephens
13837,5967,7,8.99,2005-07-11,July     ,7,3,2005,Jessie,Banks,Stara Zagora,Bulgaria,Innocent Usual,Foreign,PG-13,4.99,2,Mike,Hillyer
13838,7180,3,1.99,2005-07-27,July     ,7,3,2005,Jessie,Banks,Stara Zagora,Bulgaria,Brotherhood Blanket,Documentary,R,0.99,1,Mike,Hillyer
13839,9046,1,2.99,2005-07-30,July     ,7,3,2005,Jessie,Banks,Stara Zagora,Bulgaria,Greatest North,Music,NC-17,2.99,1,Jon,Stephens
13840,9518,4,0.99,2005-07-31,July     ,7,3,2005,Jessie,Banks,Stara Zagora,Bulgaria,Moon Bunch,Foreign,PG,0.99,2,Jon,Stephens
13841,9611,5,4.99,2005-07-31,July     ,7,3,2005,Jessie,Banks,Stara Zagora,Bulgaria,Hoosiers Birdcage,Foreign,G,2.99,2,Jon,Stephens
13842,4161,7,2.99,2005-07-07,July     ,7,3,2005,Natalie,Meyer,Aparecida de Goinia,Brazil,Talented Homicide,Sports,PG,0.99,2,Mike,Hillyer
13843,6008,6,6.99,2005-07-11,July     ,7,3,2005,Natalie,Meyer,Aparecida de Goinia,Brazil,Edge Kissing,Drama,NC-17,4.99,1,Mike,Hillyer
13844,6349,9,7.99,2005-07-11,July     ,7,3,2005,Natalie,Meyer,Aparecida de Goinia,Brazil,Games Bowfinger,Travel,PG-13,4.99,1,Jon,Stephens
13845,8068,0,4.99,2005-07-28,July     ,7,3,2005,Natalie,Meyer,Aparecida de Goinia,Brazil,Autumn Crow,Games,G,4.99,2,Jon,Stephens
13846,8859,8,8.99,2005-07-29,July     ,7,3,2005,Natalie,Meyer,Aparecida de Goinia,Brazil,Center Dinosaur,Classics,PG,4.99,1,Jon,Stephens
13847,9096,1,0.99,2005-07-30,July     ,7,3,2005,Natalie,Meyer,Aparecida de Goinia,Brazil,Canyon Stock,Animation,R,0.99,1,Mike,Hillyer
13848,5576,2,2.99,2005-07-10,July     ,7,3,2005,Agnes,Bishop,Sambhal,India,Fish Opus,Sci-Fi,R,2.99,1,Jon,Stephens
13849,5762,8,3.99,2005-07-10,July     ,7,3,2005,Agnes,Bishop,Sambhal,India,Hamlet Wisdom,Sci-Fi,R,2.99,1,Mike,Hillyer
13850,6570,1,4.99,2005-07-12,July     ,7,3,2005,Agnes,Bishop,Sambhal,India,Igby Maker,Travel,NC-17,4.99,2,Mike,Hillyer
13851,7104,5,2.99,2005-07-27,July     ,7,3,2005,Agnes,Bishop,Sambhal,India,Anaconda Confessions,Animation,R,0.99,2,Jon,Stephens
13852,8332,4,4.99,2005-07-29,July     ,7,3,2005,Agnes,Bishop,Sambhal,India,Drifter Commandments,Action,PG-13,4.99,1,Mike,Hillyer
13853,9159,3,0.99,2005-07-30,July     ,7,3,2005,Agnes,Bishop,Sambhal,India,Effect Gladiator,Family,PG,0.99,2,Mike,Hillyer
13854,9317,8,2.99,2005-07-30,July     ,7,3,2005,Agnes,Bishop,Sambhal,India,Towers Hurricane,Classics,NC-17,0.99,1,Mike,Hillyer
13855,9632,5,6.99,2005-07-31,July     ,7,3,2005,Agnes,Bishop,Sambhal,India,Rocky War,Drama,PG-13,4.99,1,Jon,Stephens
13856,9745,7,2.99,2005-07-31,July     ,7,3,2005,Agnes,Bishop,Sambhal,India,Shock Cabin,Foreign,PG-13,2.99,1,Mike,Hillyer
13857,4898,6,6.99,2005-07-08,July     ,7,3,2005,Vera,Mccoy,Kabul,Afghanistan,Queen Luke,Drama,PG,4.99,1,Jon,Stephens
13858,5226,2,0.99,2005-07-09,July     ,7,3,2005,Vera,Mccoy,Kabul,Afghanistan,Pocus Pulp,Documentary,NC-17,0.99,2,Jon,Stephens
13859,5737,2,0.99,2005-07-10,July     ,7,3,2005,Vera,Mccoy,Kabul,Afghanistan,Downhill Enough,Comedy,G,0.99,2,Mike,Hillyer
13860,7090,2,4.99,2005-07-27,July     ,7,3,2005,Vera,Mccoy,Kabul,Afghanistan,Saturn Name,Comedy,R,4.99,1,Jon,Stephens
13861,7236,7,8.99,2005-07-27,July     ,7,3,2005,Vera,Mccoy,Kabul,Afghanistan,Park Citizen,Action,PG-13,4.99,2,Mike,Hillyer
13862,9018,7,6.99,2005-07-30,July     ,7,3,2005,Vera,Mccoy,Kabul,Afghanistan,Hope Tootsie,Classics,NC-17,2.99,2,Mike,Hillyer
13863,9902,8,6.99,2005-07-31,July     ,7,3,2005,Vera,Mccoy,Kabul,Afghanistan,Butterfly Chocolat,New,G,0.99,1,Jon,Stephens
13864,10114,1,0.99,2005-07-31,July     ,7,3,2005,Vera,Mccoy,Kabul,Afghanistan,Storm Happiness,Animation,NC-17,0.99,1,Jon,Stephens
13865,4678,5,0.99,2005-07-08,July     ,7,3,2005,Willie,Howell,Vicente Lpez,Argentina,Banger Pinocchio,Music,R,0.99,2,Mike,Hillyer
13866,4910,9,7.99,2005-07-08,July     ,7,3,2005,Willie,Howell,Vicente Lpez,Argentina,Sleeping Suspects,Horror,PG-13,4.99,1,Jon,Stephens
13867,5123,4,0.99,2005-07-09,July     ,7,3,2005,Willie,Howell,Vicente Lpez,Argentina,Valentine Vanishing,Travel,PG-13,0.99,2,Mike,Hillyer
13868,5416,4,4.99,2005-07-09,July     ,7,3,2005,Willie,Howell,Vicente Lpez,Argentina,Casablanca Super,Travel,G,4.99,1,Jon,Stephens
13869,5475,2,4.99,2005-07-09,July     ,7,3,2005,Willie,Howell,Vicente Lpez,Argentina,Closer Bang,Comedy,R,4.99,1,Mike,Hillyer
13870,5739,9,7.99,2005-07-10,July     ,7,3,2005,Willie,Howell,Vicente Lpez,Argentina,Arachnophobia Rollercoaster,Horror,PG-13,2.99,1,Mike,Hillyer
13871,6172,3,4.99,2005-07-11,July     ,7,3,2005,Willie,Howell,Vicente Lpez,Argentina,School Jacket,Foreign,PG-13,4.99,2,Mike,Hillyer
13872,6209,6,2.99,2005-07-11,July     ,7,3,2005,Willie,Howell,Vicente Lpez,Argentina,Pilot Hoosiers,Family,PG,2.99,2,Jon,Stephens
13873,6501,3,1.99,2005-07-12,July     ,7,3,2005,Willie,Howell,Vicente Lpez,Argentina,None Spiking,Sci-Fi,NC-17,0.99,1,Jon,Stephens
13874,7335,9,2.99,2005-07-27,July     ,7,3,2005,Willie,Howell,Vicente Lpez,Argentina,Earth Vision,New,NC-17,0.99,2,Jon,Stephens
13875,7726,7,5.99,2005-07-28,July     ,7,3,2005,Willie,Howell,Vicente Lpez,Argentina,Massage Image,Animation,PG,2.99,2,Mike,Hillyer
13876,8430,5,0.99,2005-07-29,July     ,7,3,2005,Willie,Howell,Vicente Lpez,Argentina,Roman Punk,Music,NC-17,0.99,1,Jon,Stephens
13877,8536,1,4.99,2005-07-29,July     ,7,3,2005,Willie,Howell,Vicente Lpez,Argentina,Wonderland Christmas,Sci-Fi,PG,4.99,1,Jon,Stephens
13878,8652,9,6.99,2005-07-29,July     ,7,3,2005,Willie,Howell,Vicente Lpez,Argentina,Mother Oleander,Sports,R,0.99,1,Jon,Stephens
13879,9712,8,4.99,2005-07-31,July     ,7,3,2005,Willie,Howell,Vicente Lpez,Argentina,Madness Attacks,Foreign,PG-13,0.99,1,Jon,Stephens
13880,4918,2,2.99,2005-07-08,July     ,7,3,2005,Charlene,Alvarez,Zanzibar,Tanzania,Squad Fish,Sports,PG,2.99,1,Jon,Stephens
13881,5613,3,2.99,2005-07-10,July     ,7,3,2005,Charlene,Alvarez,Zanzibar,Tanzania,Wonka Sea,Animation,NC-17,2.99,1,Jon,Stephens
13882,5847,1,2.99,2005-07-10,July     ,7,3,2005,Charlene,Alvarez,Zanzibar,Tanzania,Wasteland Divine,Classics,PG,2.99,1,Jon,Stephens
13883,5859,1,0.99,2005-07-10,July     ,7,3,2005,Charlene,Alvarez,Zanzibar,Tanzania,Annie Identity,Sci-Fi,G,0.99,1,Mike,Hillyer
13884,6412,4,0.99,2005-07-11,July     ,7,3,2005,Charlene,Alvarez,Zanzibar,Tanzania,Splash Gump,Family,PG,0.99,1,Mike,Hillyer
13885,6832,7,8.99,2005-07-12,July     ,7,3,2005,Charlene,Alvarez,Zanzibar,Tanzania,Bright Encounters,Drama,PG-13,4.99,1,Jon,Stephens
13886,7750,8,9.99,2005-07-28,July     ,7,3,2005,Charlene,Alvarez,Zanzibar,Tanzania,Conquerer Nuts,Drama,G,4.99,1,Jon,Stephens
13887,8065,6,2.99,2005-07-28,July     ,7,3,2005,Charlene,Alvarez,Zanzibar,Tanzania,Bound Cheaper,Classics,PG,0.99,1,Jon,Stephens
13888,8398,3,4.99,2005-07-29,July     ,7,3,2005,Charlene,Alvarez,Zanzibar,Tanzania,Birds Perdition,New,G,4.99,1,Jon,Stephens
13889,9384,9,7.99,2005-07-30,July     ,7,3,2005,Charlene,Alvarez,Zanzibar,Tanzania,Knock Warlock,Comedy,PG-13,2.99,2,Mike,Hillyer
13890,9455,8,10.99,2005-07-30,July     ,7,3,2005,Charlene,Alvarez,Zanzibar,Tanzania,Mine Titans,New,PG-13,4.99,1,Mike,Hillyer
13891,10099,1,2.99,2005-07-31,July     ,7,3,2005,Charlene,Alvarez,Zanzibar,Tanzania,Homicide Peach,Family,PG-13,2.99,1,Mike,Hillyer
13892,4293,3,4.99,2005-07-07,July     ,7,3,2005,Bessie,Morrison,Syrakusa,Italy,Deep Crusade,Documentary,PG-13,4.99,1,Mike,Hillyer
13893,4649,6,4.99,2005-07-08,July     ,7,3,2005,Bessie,Morrison,Syrakusa,Italy,Downhill Enough,Comedy,G,0.99,2,Jon,Stephens
13894,4693,5,6.99,2005-07-08,July     ,7,3,2005,Bessie,Morrison,Syrakusa,Italy,Goodfellas Salute,Sci-Fi,PG,4.99,2,Mike,Hillyer
13895,5058,9,5.99,2005-07-09,July     ,7,3,2005,Bessie,Morrison,Syrakusa,Italy,Dalmations Sweden,Drama,PG,0.99,1,Jon,Stephens
13896,5920,6,5.99,2005-07-10,July     ,7,3,2005,Bessie,Morrison,Syrakusa,Italy,Heavyweights Beast,Documentary,G,4.99,2,Jon,Stephens
13897,7101,2,2.99,2005-07-27,July     ,7,3,2005,Bessie,Morrison,Syrakusa,Italy,House Dynamite,Family,R,2.99,1,Mike,Hillyer
13898,7129,0,0.99,2005-07-27,July     ,7,3,2005,Bessie,Morrison,Syrakusa,Italy,Hobbit Alien,Drama,PG-13,0.99,2,Mike,Hillyer
13899,7531,9,8.99,2005-07-27,July     ,7,3,2005,Bessie,Morrison,Syrakusa,Italy,Life Twisted,Comedy,NC-17,2.99,2,Jon,Stephens
13900,8486,3,0.99,2005-07-29,July     ,7,3,2005,Bessie,Morrison,Syrakusa,Italy,Grit Clockwork,Games,PG,0.99,1,Jon,Stephens
13901,9320,7,6.99,2005-07-30,July     ,7,3,2005,Bessie,Morrison,Syrakusa,Italy,Daddy Pittsburgh,Comedy,G,4.99,1,Jon,Stephens
13902,9453,8,7.99,2005-07-30,July     ,7,3,2005,Bessie,Morrison,Syrakusa,Italy,Horn Working,Animation,PG,2.99,2,Mike,Hillyer
13903,9853,3,0.99,2005-07-31,July     ,7,3,2005,Bessie,Morrison,Syrakusa,Italy,Gun Bonnie,Games,G,0.99,2,Mike,Hillyer
13904,5209,7,8.99,2005-07-09,July     ,7,3,2005,Delores,Hansen,Jaroslavl,Russian Federation,Whale Bikini,Foreign,PG-13,4.99,1,Mike,Hillyer
13905,5266,6,3.99,2005-07-09,July     ,7,3,2005,Delores,Hansen,Jaroslavl,Russian Federation,Loathing Legally,Classics,R,0.99,2,Mike,Hillyer
13906,5592,8,6.99,2005-07-10,July     ,7,3,2005,Delores,Hansen,Jaroslavl,Russian Federation,Luke Mummy,Animation,NC-17,2.99,2,Jon,Stephens
13907,5635,7,5.99,2005-07-10,July     ,7,3,2005,Delores,Hansen,Jaroslavl,Russian Federation,Fish Opus,Sci-Fi,R,2.99,2,Jon,Stephens
13908,6129,7,2.99,2005-07-11,July     ,7,3,2005,Delores,Hansen,Jaroslavl,Russian Federation,Stock Glass,New,PG,2.99,2,Mike,Hillyer
13909,6497,5,0.99,2005-07-12,July     ,7,3,2005,Delores,Hansen,Jaroslavl,Russian Federation,Dancing Fever,Documentary,G,0.99,2,Jon,Stephens
13910,7786,0,0.99,2005-07-28,July     ,7,3,2005,Delores,Hansen,Jaroslavl,Russian Federation,Karate Moon,Horror,PG-13,0.99,2,Mike,Hillyer
13911,8300,6,1.99,2005-07-29,July     ,7,3,2005,Delores,Hansen,Jaroslavl,Russian Federation,Voyage Legally,Classics,PG-13,0.99,2,Jon,Stephens
13912,8597,7,6.99,2005-07-29,July     ,7,3,2005,Delores,Hansen,Jaroslavl,Russian Federation,Tuxedo Mile,Sports,R,2.99,1,Mike,Hillyer
13913,8787,1,4.99,2005-07-29,July     ,7,3,2005,Delores,Hansen,Jaroslavl,Russian Federation,Legally Secretary,Children,PG,4.99,2,Mike,Hillyer
13914,10043,6,1.99,2005-07-31,July     ,7,3,2005,Delores,Hansen,Jaroslavl,Russian Federation,Mars Roman,Games,NC-17,0.99,2,Mike,Hillyer
13915,3513,5,5.99,2005-07-06,July     ,7,3,2005,Melinda,Fernandez,Mandi Bahauddin,Pakistan,Twisted Pirates,Children,PG,4.99,2,Jon,Stephens
13916,3705,4,0.99,2005-07-06,July     ,7,3,2005,Melinda,Fernandez,Mandi Bahauddin,Pakistan,Alaska Phantom,Music,PG,0.99,2,Mike,Hillyer
13917,4874,4,4.99,2005-07-08,July     ,7,3,2005,Melinda,Fernandez,Mandi Bahauddin,Pakistan,Lies Treatment,Drama,NC-17,4.99,1,Jon,Stephens
13918,5996,6,2.99,2005-07-11,July     ,7,3,2005,Melinda,Fernandez,Mandi Bahauddin,Pakistan,Uprising Uptown,Action,NC-17,2.99,1,Mike,Hillyer
13919,7085,9,5.99,2005-07-27,July     ,7,3,2005,Melinda,Fernandez,Mandi Bahauddin,Pakistan,Metal Armageddon,Documentary,PG-13,2.99,2,Jon,Stephens
13920,8362,5,3.99,2005-07-29,July     ,7,3,2005,Melinda,Fernandez,Mandi Bahauddin,Pakistan,Kick Savannah,Travel,PG-13,0.99,1,Jon,Stephens
13921,10053,7,7.99,2005-07-31,July     ,7,3,2005,Melinda,Fernandez,Mandi Bahauddin,Pakistan,Titans Jerk,Sci-Fi,PG,4.99,1,Mike,Hillyer
13922,4118,1,2.99,2005-07-07,July     ,7,3,2005,Pearl,Garza,Jodhpur,India,Blackout Private,Animation,PG,2.99,2,Mike,Hillyer
13923,4411,6,3.99,2005-07-07,July     ,7,3,2005,Pearl,Garza,Jodhpur,India,Bill Others,Documentary,PG,2.99,1,Jon,Stephens
13924,4697,3,2.99,2005-07-08,July     ,7,3,2005,Pearl,Garza,Jodhpur,India,Town Ark,Foreign,R,2.99,2,Jon,Stephens
13925,6031,3,4.99,2005-07-11,July     ,7,3,2005,Pearl,Garza,Jodhpur,India,Freddy Storm,Horror,NC-17,4.99,2,Jon,Stephens
13926,6999,2,2.99,2005-07-27,July     ,7,3,2005,Pearl,Garza,Jodhpur,India,Adaptation Holes,Documentary,NC-17,2.99,2,Jon,Stephens
13927,8255,3,0.99,2005-07-29,July     ,7,3,2005,Pearl,Garza,Jodhpur,India,Smoking Barbarella,Documentary,PG-13,0.99,2,Mike,Hillyer
13928,8439,6,2.99,2005-07-29,July     ,7,3,2005,Pearl,Garza,Jodhpur,India,Army Flintstones,Documentary,R,0.99,2,Mike,Hillyer
13929,8605,8,4.99,2005-07-29,July     ,7,3,2005,Pearl,Garza,Jodhpur,India,Splendor Patton,Children,R,0.99,2,Mike,Hillyer
13930,9181,2,0.99,2005-07-30,July     ,7,3,2005,Pearl,Garza,Jodhpur,India,Summer Scarface,Classics,G,0.99,1,Mike,Hillyer
13931,3574,3,4.99,2005-07-06,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Name Detective,Games,PG-13,4.99,2,Jon,Stephens
13932,4345,8,7.99,2005-07-07,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Jericho Mulan,Games,NC-17,2.99,2,Jon,Stephens
13933,4824,8,7.99,2005-07-08,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Harry Idaho,Drama,PG-13,4.99,2,Mike,Hillyer
13934,4955,5,2.99,2005-07-08,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Double Wrath,Animation,R,0.99,1,Jon,Stephens
13935,5067,2,4.99,2005-07-09,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Flintstones Happiness,Comedy,PG-13,4.99,1,Jon,Stephens
13936,6159,2,2.99,2005-07-11,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Angels Life,New,G,2.99,1,Jon,Stephens
13937,6317,2,2.99,2005-07-11,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Trouble Date,Travel,PG,2.99,2,Mike,Hillyer
13938,6350,5,2.99,2005-07-11,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,None Spiking,Sci-Fi,NC-17,0.99,2,Mike,Hillyer
13939,6526,6,3.99,2005-07-12,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Graffiti Love,Sci-Fi,PG,0.99,2,Jon,Stephens
13940,6532,0,2.99,2005-07-12,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Lebowski Soldiers,Drama,PG-13,2.99,1,Mike,Hillyer
13941,7347,4,4.99,2005-07-27,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Spice Sorority,Drama,NC-17,4.99,2,Mike,Hillyer
13942,7524,6,6.99,2005-07-27,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Vanishing Rocky,Music,NC-17,2.99,2,Mike,Hillyer
13943,8054,8,7.99,2005-07-28,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Divine Resurrection,Games,R,2.99,2,Mike,Hillyer
13944,8110,7,4.99,2005-07-28,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Egypt Tenenbaums,Horror,PG,0.99,1,Mike,Hillyer
13945,9980,7,4.99,2005-07-31,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Analyze Hoosiers,Horror,R,2.99,1,Jon,Stephens
13946,9993,1,2.99,2005-07-31,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Maguire Apache,Family,NC-17,2.99,1,Jon,Stephens
13947,10138,6,2.99,2005-07-31,July     ,7,3,2005,Arlene,Harvey,Ambattur,India,Armageddon Lost,Sci-Fi,G,0.99,2,Jon,Stephens
13948,3721,4,4.99,2005-07-06,July     ,7,3,2005,Maureen,Little,Asuncin,Paraguay,Miracle Virtual,Animation,PG-13,2.99,2,Jon,Stephens
13949,4324,6,4.99,2005-07-07,July     ,7,3,2005,Maureen,Little,Asuncin,Paraguay,Darn Forrester,Action,G,4.99,1,Mike,Hillyer
13950,5282,3,2.99,2005-07-09,July     ,7,3,2005,Maureen,Little,Asuncin,Paraguay,Wardrobe Phantom,Drama,G,2.99,1,Jon,Stephens
13951,5419,2,2.99,2005-07-09,July     ,7,3,2005,Maureen,Little,Asuncin,Paraguay,Forward Temple,Games,NC-17,2.99,1,Mike,Hillyer
13952,6712,7,9.99,2005-07-12,July     ,7,3,2005,Maureen,Little,Asuncin,Paraguay,Zorro Ark,Comedy,NC-17,4.99,2,Jon,Stephens
13953,7288,6,5.99,2005-07-27,July     ,7,3,2005,Maureen,Little,Asuncin,Paraguay,Alabama Devil,Horror,PG-13,2.99,2,Jon,Stephens
13954,7329,8,3.99,2005-07-27,July     ,7,3,2005,Maureen,Little,Asuncin,Paraguay,Cyclone Family,Foreign,PG,2.99,1,Mike,Hillyer
13955,8600,2,2.99,2005-07-29,July     ,7,3,2005,Maureen,Little,Asuncin,Paraguay,Flying Hook,Animation,NC-17,2.99,2,Jon,Stephens
13956,8627,7,2.99,2005-07-29,July     ,7,3,2005,Maureen,Little,Asuncin,Paraguay,Uncut Suicides,Music,PG-13,2.99,1,Jon,Stephens
13957,3576,9,5.99,2005-07-06,July     ,7,3,2005,Colleen,Burton,Saarbrcken,Germany,Bill Others,Documentary,PG,2.99,2,Mike,Hillyer
13958,4340,9,2.99,2005-07-07,July     ,7,3,2005,Colleen,Burton,Saarbrcken,Germany,Streak Ridgemont,Documentary,PG-13,0.99,2,Mike,Hillyer
13959,4459,5,4.99,2005-07-07,July     ,7,3,2005,Colleen,Burton,Saarbrcken,Germany,Suspects Quills,Action,PG,2.99,1,Jon,Stephens
